"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"USGS-CO","USGS Colorado Water Science Center","USGS-390324108291301","HUMPHREY BACKWATER, SITE 2,POOL ABOVE CRWA OUTLET","Stream","",14010005,NA,"",NA,"",39.0566483,-108.4875909,24000,1,"seconds","Interpolated from MAP.","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390325108290401","HUMPHREY BACKWATER,SITE 3,UPPER END SECOND POOL","Stream","",14010005,NA,"",NA,"",39.0569261,-108.4850908,24000,1,"seconds","Interpolated from MAP.","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390326108291601","COLORADO R.WILDLIFE AREA, WEST POOL OUTLET","Stream","",14010005,NA,"",NA,"",39.0572039,-108.4884242,24000,1,"seconds","Interpolated from MAP.","NAD83",4600,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390326108291701","BACKWATER SITE AT HUMPHREY PROPERTY, NR 30 RD","Stream","",14010005,NA,"",NA,"",39.0572039,-108.488702,24000,1,"seconds","Interpolated from MAP.","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390330108290101","HUMPHREY BACKWATER, SITE 6,BELOW LEWIS WASH","Stream","",14010005,NA,"",NA,"",39.058315,-108.4842574,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390331108284201","HUMPHREY BACKWATER ABOVE LEWIS WASH","Stream","",14010005,NA,"",NA,"",39.0586111,-108.4783333,24000,3,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390332108285201","HUMPHREY BACKWATER,POOL AT LEWIS WASH OUTFLOW","Stream","",14010005,NA,"",NA,"",39.0588889,-108.4811111,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390333108285201","LEWIS WASH AT MOUTH","Stream","",14010005,NA,"",NA,"",39.0591483,-108.4817573,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4600,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390337108284501","LEWIS WASH INFLOW TO EAST POOL, 30 ROAD POND","Stream","",14010005,NA,"",NA,"",39.0602594,-108.4798128,24000,1,"seconds","Interpolated from MAP.","NAD83",4610,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390337108342800","COLORADO RIVER ABOVE GUNNISON RIVER","Stream","",14010005,NA,"",NA,"",39.0602595,-108.5750939,NA,1,"minutes","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390343108292801","DRAIN AT D AND 30 1/4 ROADS","Stream","",14010005,NA,"",NA,"",39.061926,-108.4917577,24000,1,"seconds","Interpolated from MAP.","NAD83",4610,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390345108073301","DRAIN AT D AND 29 3/4 ROADS","Stream","",14010005,NA,"",NA,"",39.0624807,-108.1264645,24000,1,"seconds","Interpolated from MAP.","NAD83",4610,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390347108265800","33 ROAD DRAIN AT MOUTH NEAR CLIFTON","Stream","",14010005,NA,"",NA,"",39.0630371,-108.4500895,24000,1,"minutes","Interpolated from MAP.","NAD83",4620,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390348108265601","DRAIN AT D AND 32 1/2 ROADS, NEAR CLIFTON","Stream","",14010005,NA,"",NA,"",39.0633149,-108.4495339,24000,1,"seconds","Interpolated from MAP.","NAD83",4625,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390348108283800","LEWIS WASH AT D ROAD NR CLIFTON, COLO","Stream","",14010005,NA,"",NA,"",39.0632121,-108.4778266,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4637,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390349108351001","REDLANDS CANAL AT MONUMENT ROAD, AT GRAND JCT.","Stream: Ditch","",14010005,NA,"",NA,"",39.0635928,-108.586761,24000,1,"seconds","Interpolated from MAP.","NAD83",4570,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390400108283800","LEWIS WASH NR CLORADO AVE NR CLIFTON,COLO","Stream","",14010005,NA,"",NA,"",39.066751,-108.4778822,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4645,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390402108255101","WEST BACKWATER SITE, PIKE, NR D 1/2 AND 33 1/2 RDS","Stream","",14010005,NA,"",NA,"",39.0672037,-108.4314777,24000,1,"seconds","Interpolated from MAP.","NAD83",4640,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390405108350501","HAMMER BACKWATER, SITE 1 (MAIN CHANNEL)","Stream","",14010005,NA,"",NA,"",39.0680372,-108.585372,24000,3,"seconds","Interpolated from MAP.","NAD83",4550,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390406108350401","HAMMER BACKWATER, SITE 2, SIDE CHANNEL","Stream","",14010005,NA,"",NA,"",39.068315,-108.5850943,24000,3,"seconds","Interpolated from MAP.","NAD83",4550,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390408108253501","EAST BACKWATER SITE, PIKE, NR D 1/2 & 33 1/2 RDS","Stream","",14010005,NA,"",NA,"",39.0688704,-108.427033,24000,1,"seconds","Interpolated from MAP.","NAD83",4630,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390410108262701","DRAIN AT D 1/2 AND 33 ROADS, NEAR CLIFTON","Stream","",14010005,NA,"",NA,"",39.0694259,-108.441478,24000,1,"seconds","Interpolated from MAP.","NAD83",4630,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390413108283800","LEWIS WASH AT D.50 RD NR CLIFTON, COLO","Stream","",14010005,NA,"",NA,"",39.0702176,-108.4777378,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4645,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390427108283800","LEWIS WASH AT GUNNISON RD NR CLIFTON, COLO","Stream","",14010005,NA,"",NA,"",39.0741537,-108.4777378,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4652,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390437108362401","REDLANDS CANAL AT INLET PIPE TO DUKE POND","Stream: Canal","",14010005,NA,"",NA,"",39.076926,-108.6073173,24000,1,"seconds","Interpolated from MAP.","NAD83",4530,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390441108283800","LEWIS WASH BELOW GRAND VALLEY CANAL NR CLIFTON, CO","Stream","",14010005,NA,"",NA,"",39.0779369,-108.4777489,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4664,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390441108352101","25 RD BACKWATER,NORTH CHANNEL ABOVE D25E DRAIN","Stream","",14010005,NA,"",NA,"",39.0780556,-108.5891667,24000,3,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390443108424701","UPPER MONUMENT CANYON, NORTH BRANCH","Stream","",14010005,NA,"",NA,"",39.0785928,-108.7137098,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5360,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390446108351601","EAST DRAINAGE DITCH NR 25 AND RIVER ROADS","Stream: Ditch","",14010005,NA,"",NA,"",39.079426,-108.5900945,24000,3,"seconds","Interpolated from MAP.","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390447108283800","LEWIS WASH AT GRAND VALLEY CANAL NR CLIFTON, COLO","Stream","",14010005,NA,"",NA,"",39.0798286,-108.4777933,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4674,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390449108352301","25 RD BACKWATER,NORTH CHANNNEL BETWEEN DRAINS","Stream","",14010005,NA,"",NA,"",39.0802778,-108.5897222,24000,3,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390449108364101","DUKE POND AT OUTLET CHANNEL, CONNECTED LAKES PARK","Stream","",14010005,NA,"",NA,"",39.0802593,-108.6120397,24000,1,"seconds","Interpolated from MAP.","NAD83",4530,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390449108364102","DUKE POND INFLOW FROM CONNECTED LAKES","Stream","",14010005,NA,"",NA,"",39.0802593,-108.6120397,24000,3,"seconds","Interpolated from MAP.","NAD83",4530,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390450108254701","DRAIN AT E 1/4 AND 33 1/2 ROADS, NR CLIFTON","Stream","",14010005,NA,"",NA,"",39.0805369,-108.4303666,24000,1,"seconds","Interpolated from MAP.","NAD83",4650,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390451108283801","LEWIS WASH ABOVE GRAND VALLEY CANAL","Stream","",14010005,NA,"",NA,"",39.0808147,-108.4778684,24000,1,"seconds","Interpolated from MAP.","NAD83",4670,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390454108352501","WEST DRAINAGE DITCH NEAR RIVER RD AND 25 RD","Stream: Ditch","",14010005,NA,"",NA,"",39.0816482,-108.5909278,24000,1,"seconds","Interpolated from MAP.","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390454108352901","BACKWATER CHANNEL ALONG BLUE HERON TRAIL NR 25 RD","Stream","",14010005,NA,"",NA,"",39.0816482,-108.592039,24000,1,"seconds","Interpolated from MAP.","NAD83",4530,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390456108353101","25 RD BACKWATER, NORTH CHANNEL, LOWER END","Stream","",14010005,NA,"",NA,"",39.0822222,-108.5919444,24000,3,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390457108354601","25 RD BACKWATER ABOVE COORS PLANT","Stream","",14010005,NA,"",NA,"",39.0825,-108.5961111,24000,3,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390504108283800","LEWIS WASH AT E.50 ROAD NEAR CLIFTON, COLO","Stream","",14010005,NA,"",NA,"",39.0843674,-108.4779295,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4691,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390514108373201","DRAIN ALONG REDLANDS PARKWAY, AT MOUTH","Stream","",14010005,NA,"",NA,"",39.0872037,-108.6262068,24000,1,"seconds","Interpolated from MAP.","NAD83",4540,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390516108283800","LEWIS WASH AT BOOKCLIFF AVE NR CLIFTON, COLO","Stream","",14010005,NA,"",NA,"",39.0877841,-108.4780017,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4699,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390517108230501","DRAIN AT 36 ROAD, EAST ORCHARD MESA","Stream","",14010005,NA,"",NA,"",39.0880368,-108.3853649,24000,1,"seconds","Interpolated from MAP.","NAD83",4740,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390521108373300","COLORADO R. AT REDLANDS PARKWAY NR GRAND JCT., CO","Stream","",14010005,NA,"",NA,"",39.0891481,-108.6264846,24000,1,"seconds","Interpolated from MAP.","NAD83",4520,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390529108284200","LEWIS WASH AT F ROAD NEAR CLIFTON, COLO","Stream","",14010005,NA,"",NA,"",39.0912646,-108.4789073,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4710,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390529108385401","LIMEKILN GULCH NEAR MOUTH","Stream","",14010005,NA,"",NA,"",39.0913704,-108.6489854,24000,1,"seconds","Interpolated from MAP.","NAD83",4570,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390530108362301","INDEPENDENT RANCHMENS DITCH ABOVE LEACH CREEK","Stream: Ditch","",14010005,NA,"",NA,"",39.0916481,-108.6070395,24000,1,"seconds","Interpolated from MAP.","NAD83",4545,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390532108364501","DRAINAGE DITCH AT 23 3/4 RIVER ROAD","Stream: Ditch","",14010005,NA,"",NA,"",39.0922036,-108.6131508,24000,1,"seconds","Interpolated from MAP.","NAD83",4550,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390542108284500","UNNAMED INFLOW TO LEWIS WASH ABV PRICE DITCH","Stream","",14010005,NA,"",NA,"",39.0948423,-108.4799213,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4720,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390542108284600","LEWIS WASH ABV PRICE DITCH","Stream","",14010005,NA,"",NA,"",39.0950618,-108.4800963,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4728,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390551108214301","WEST DRAIN AT T.M.BISHOP SWA, NR PALISADE","Stream","",14010005,NA,"",NA,"",39.0975,-108.3619444,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4720,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390555108213101","EAST DRAIN AT T.M.BISHOP SWA, NEAR PALISADE","Stream","",14010005,NA,"",NA,"",39.0986111,-108.3586111,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4700,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390555108422601","MONUMENT CANYON ABOUT .5 MI ABOVE BOUNDARY","Stream","",14010005,NA,"",NA,"",39.0985926,-108.7078763,24000,3,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4820,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390556108285000","LEWIS WASH AT F.50 RD NR CLIFTON, CO","Stream","",14010005,NA,"",NA,"",39.0989312,-108.4812047,24000,0.1,"seconds","Interpolated from MAP.","NAD83",4794,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390602108085201","MESA CK ABV SOUTH SIDE DITCH RETURN NR MESA, CO","Stream","",14010005,NA,"",NA,"",39.100525,-108.1479028,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6940,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390607108384201","COLORADO R.DIVERSION AT WALTER WALKER SWA","Stream","",14010005,NA,"",NA,"",39.1019258,-108.6473187,24000,1,"seconds","Interpolated from MAP.","NAD83",4520,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390609108384701","WALKER SWA CHANNEL, SEEPAGE SITE WWC1-SW","Stream","",14010005,NA,"",NA,"",39.1022036,-108.6475965,24000,1,"seconds","Interpolated from MAP.","NAD83",4510,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390613108380101","APPLETON DRAIN AT RIVER ROAD","Stream","",14010005,NA,"",NA,"",39.1035924,-108.6342627,24000,1,"seconds","Interpolated from MAP.","NAD83",4530,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390613108385603","WALKER SWA CHANNEL,SEEPAGE SITE WC4B (X-S WW6)","Stream","",14010005,NA,"",NA,"",39.1035924,-108.649541,24000,1,"seconds","Interpolated from MAP.","NAD83",4510,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390614108362601","WEST TRIBUTARY OF LEACH CREEK AT MOUTH (24 ROAD)","Stream","",14010005,NA,"",NA,"",39.1038701,-108.6078729,24000,1,"seconds","Interpolated from MAP.","NAD83",4550,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390617108391001","WALKER SWA CHANNEL, SEEPAGE SITE WWC10 (SW)","Stream","",14010005,NA,"",NA,"",39.1047035,-108.65343,24000,1,"seconds","Interpolated from MAP.","NAD83",4505,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390618108081201","SOUTH SIDE DITCH AT HWY 65 NR MESA, CO","Stream: Ditch","",14010005,NA,"",NA,"",39.1051306,-108.1366444,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",6950,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390620108385401","WALKER SWA CHANNEL, SEEPAGE SITE WWC2-SW","Stream","",14010005,NA,"",NA,"",39.1033147,-108.6489854,24000,1,"seconds","Interpolated from MAP.","NAD83",4510,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390622108205400","COLORADO RIVER AT PALISADE, CO","Stream","",14010005,NA,"",NA,"",39.1060922,-108.3489748,24000,1,"seconds","Interpolated from MAP.","NAD83",4690,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"USGS-CO","USGS Colorado Water Science Center","USGS-390622108394101","UPPER POOL BELOW SEWER POND, PANORAMO BACKWATER","Stream","",14010005,NA,"",NA,"",39.1060924,-108.6620414,24000,1,"seconds","Interpolated from MAP.","NAD83",4500,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
